MEETVERANTWOORDELIJKE	NETBEHEERDER	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal Aansluitingen	%Leveringsrichting	%Fysieke status	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
	GAS Liander	Mijehof	1106HN	1106HN	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	1549	0.0	5.0	
	GAS Liander	Mijehof	1106HP	1106HP	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	1429	0.0	15.0	
	Liander N.V. (NW)	Mijehof	1106HP	1106HP	AMSTERDAM	ELK	KVB	20	95.0	100.0	75	1x25	2907	20.0	15.0	1.1
	GAS Liander	Mijehof	1106HR	1106HR	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1633	0.0	13.04	
	Liander N.V. (NW)	Mijehof	1106HR	1106HR	AMSTERDAM	ELK	KVB	23	91.3	100.0	83	1x25	3189	13.04	13.04	1.0
	GAS Liander	Mijehof	1106HS	1106HS	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1674	0.0	8.7	
	Liander N.V. (NW)	Mijehof	1106HS	1106HS	AMSTERDAM	ELK	KVB	23	91.3	100.0	70	1x25	3421	13.04	8.7	1.0
	GAS Liander	Mijehof	1106HT	1106HT	AMSTERDAM	GAS	KVB	18	100.0	100.0	100	G4	1540	0.0	5.56	
	Liander N.V. (NW)	Mijehof	1106HT	1106HT	AMSTERDAM	ELK	KVB	18	88.89	100.0	94	1x25	2821	5.56	5.56	1.0
	GAS Liander	Mijehof	1106HV	1106HV	AMSTERDAM	GAS	KVB	19	100.0	100.0	95	G4	2011	0.0	5.26	
	GAS Liander	Renkumhof	1106HZ	1106HZ	AMSTERDAM	GAS	KVB	12	100.0	100.0	100	G4	1780	0.0	0.0	
	Liander N.V. (NW)	Renkumhof	1106HZ	1106HZ	AMSTERDAM	ELK	KVB	12	100.0	100.0	92	1x25	2447	0.0	0.0	1.0
	Liander N.V. (NW)	Renkumhof	1106JA	1106JA	AMSTERDAM	ELK	KVB	21	100.0	100.0	95	1x25	3924	14.29	9.52	1.1
	GAS Liander	Renkumhof	1106JA	1106JA	AMSTERDAM	GAS	KVB	20	100.0	100.0	100	G4	1632	0.0	10.0	
	GAS Liander	Renkumhof	1106JB	1106JB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1067	0.0	0.0	
	Liander N.V. (NW)	Renkumhof	1106JB	1106JB	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	3575	0.0	0.0	1.0
	Liander N.V. (NW)	Rhenenhof	1106JC	1106JC	AMSTERDAM	ELK	KVB	23	100.0	100.0	83	1x25	2680	8.7	4.35	1.0
	GAS Liander	Rhenenhof	1106JC	1106JC	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	2452	0.0	4.35	
	GAS Liander	Rhenenhof	1106JD	1106JD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1205	0.0	0.0	
	Liander N.V. (NW)	Rhenenhof	1106JD	1106JD	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	2114	6.25	6.25	1.0
	GAS Liander	Rhenenhof	1106JE	1106JE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1302	0.0	12.5	
	Liander N.V. (NW)	Rhenenhof	1106JE	1106JE	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3968	23.53	11.76	1.1
	GAS Liander	Rhenenhof	1106JG	1106JG	AMSTERDAM	GAS	KVB	17	100.0	100.0	94	G4	1578	0.0	5.88	
	GAS Liander	Rhenenhof	1106JH	1106JH	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1167	0.0	0.0	
	Liander N.V. (NW)	Rhenenhof	1106JH	1106JH	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2198	0.0	0.0	1.0
	Liander N.V. (NW)	Rhenenhof	1106JJ	1106JJ	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	1799	6.25	6.25	1.0
	GAS Liander	Rhenenhof	1106JJ	1106JJ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1361	0.0	6.25	
	GAS Liander	Montfoorthof	1106JK	1106JK	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1342	0.0	0.0	
	Liander N.V. (NW)	Montfoorthof	1106JK	1106JK	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	3154	6.25	0.0	1.1
	Liander N.V. (NW)	Montfoorthof	1106JL	1106JL	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	1958	6.25	6.25	1.0
	GAS Liander	Montfoorthof	1106JL	1106JL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1304	0.0	6.25	
	Liander N.V. (NW)	Montfoorthof	1106JM	1106JM	AMSTERDAM	ELK	KVB	17	100.0	100.0	71	1x25	4176	23.53	11.76	1.2
	GAS Liander	Montfoorthof	1106JM	1106JM	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1177	0.0	12.5	
	GAS Liander	Montfoorthof	1106JN	1106JN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1044	0.0	18.75	
	Liander N.V. (NW)	Montfoorthof	1106JN	1106JN	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	2053	25.0	18.75	1.1
	Liander N.V. (NW)	Montfoorthof	1106JP	1106JP	AMSTERDAM	ELK	KVB	17	100.0	100.0	82	1x25	6142	11.76	5.88	1.1
	GAS Liander	Montfoorthof	1106JP	1106JP	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1606	0.0	5.88	
	Liander N.V. (NW)	Montfoorthof	1106JR	1106JR	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2767	5.88	5.88	1.0
	GAS Liander	Montfoorthof	1106JR	1106JR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1766	0.0	6.25	
	GAS Liander	Montfoorthof	1106JS	1106JS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1001	0.0	56.25	
	Liander N.V. (NW)	Montfoorthof	1106JS	1106JS	AMSTERDAM	ELK	KVB	16	100.0	100.0	50	1x35	1579	50.0	56.25	1.0
	Liander N.V. (NW)	Montfoorthof	1106JT	1106JT	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4648	11.76	5.88	1.1
	GAS Liander	Montfoorthof	1106JT	1106JT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1361	0.0	6.25	
	GAS Liander	Montfoorthof	1106JV	1106JV	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1474	0.0	0.0	
	Liander N.V. (NW)	Montfoorthof	1106JV	1106JV	AMSTERDAM	ELK	KVB	24	100.0	100.0	100	1x25	2262	0.0	0.0	1.0
	GAS Liander	Montfoorthof	1106JW	1106JW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1358	0.0	18.75	
	Liander N.V. (NW)	Montfoorthof	1106JW	1106JW	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2164	18.75	18.75	1.0
	GAS Liander	Randwijkhof	1106JX	1106JX	AMSTERDAM	GAS	KVB	49	100.0	100.0	100	G4	1271	0.0	57.14	
	Liander N.V. (NW)	Randwijkhof	1106JX	1106JX	AMSTERDAM	ELK	KVB	50	98.0	100.0	54	1x35	2590	64.0	58.0	1.1
	Liander N.V. (NW)	Randwijkhof	1106JZ	1106JZ	AMSTERDAM	ELK	KVB	34	97.06	100.0	76	1x25	2868	17.65	17.65	1.0
	GAS Liander	Randwijkhof	1106JZ	1106JZ	AMSTERDAM	GAS	KVB	34	100.0	100.0	100	G4	1355	0.0	17.65	
	Liander N.V. (NW)	Millingenhof	1106KA	1106KA	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2576	11.76	11.76	1.1
	GAS Liander	Millingenhof	1106KA	1106KA	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1332	0.0	6.25	
	GAS Liander	Millingenhof	1106KB	1106KB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1417	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KB	1106KB	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2278	0.0	0.0	1.0
	GAS Liander	Millingenhof	1106KC	1106KC	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1566	0.0	4.17	
	Liander N.V. (NW)	Millingenhof	1106KC	1106KC	AMSTERDAM	ELK	KVB	25	100.0	100.0	76	1x25	2677	12.0	8.0	1.0
	Liander N.V. (NW)	Millingenhof	1106KD	1106KD	AMSTERDAM	ELK	KVB	17	100.0	100.0	76	1x25	2870	11.76	11.76	1.0
	GAS Liander	Millingenhof	1106KD	1106KD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1363	0.0	6.25	
	Liander N.V. (NW)	Millingenhof	1106KE	1106KE	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2201	0.0	0.0	1.0
	GAS Liander	Millingenhof	1106KE	1106KE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1033	0.0	0.0	
	GAS Liander	Millingenhof	1106KG	1106KG	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1471	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KG	1106KG	AMSTERDAM	ELK	KVB	18	100.0	100.0	94	1x25	2712	5.56	5.56	1.0
	Liander N.V. (NW)	Millingenhof	1106KH	1106KH	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2067	5.88	0.0	1.1
	GAS Liander	Millingenhof	1106KH	1106KH	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1369	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KJ	1106KJ	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2578	17.65	17.65	1.0
	GAS Liander	Millingenhof	1106KJ	1106KJ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1406	0.0	12.5	
	Liander N.V. (NW)	Millingenhof	1106KK	1106KK	AMSTERDAM	ELK	KVB	19	100.0	100.0	63	1x25	2631	26.32	21.05	1.1
	GAS Liander	Millingenhof	1106KK	1106KK	AMSTERDAM	GAS	KVB	18	100.0	100.0	94	G4	1472	0.0	11.11	
	GAS Liander	Millingenhof	1106KL	1106KL	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1298	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KL	1106KL	AMSTERDAM	ELK	KVB	24	100.0	100.0	92	1x25	1861	0.0	0.0	1.0
	GAS Liander	Millingenhof	1106KM	1106KM	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1348	0.0	4.17	
	Liander N.V. (NW)	Millingenhof	1106KM	1106KM	AMSTERDAM	ELK	KVB	25	100.0	100.0	96	1x25	3691	8.0	8.0	1.0
	GAS Liander	Millingenhof	1106KN	1106KN	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1043	0.0	31.25	
	Liander N.V. (NW)	Millingenhof	1106KN	1106KN	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	1821	31.25	31.25	1.0
	GAS Liander	Millingenhof	1106KP	1106KP	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1442	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KP	1106KP	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2410	6.25	0.0	1.1
	Liander N.V. (NW)	Millingenhof	1106KR	1106KR	AMSTERDAM	ELK	KVB	16	100.0	100.0	81	1x25	3389	6.25	6.25	1.0
	GAS Liander	Millingenhof	1106KR	1106KR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1666	0.0	6.25	
	Liander N.V. (NW)	Millingenhof	1106KS	1106KS	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2284	6.25	0.0	1.1
	GAS Liander	Millingenhof	1106KS	1106KS	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1135	0.0	0.0	
	Liander N.V. (NW)	Millingenhof	1106KT	1106KT	AMSTERDAM	ELK	KVB	25	100.0	100.0	88	1x25	4184	12.0	4.0	1.1
	GAS Liander	Millingenhof	1106KT	1106KT	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1146	0.0	0.0	
	GAS Liander	Millingenhof	1106KV	1106KV	AMSTERDAM	GAS	KVB	24	100.0	100.0	100	G4	1281	0.0	4.17	
	GAS Liander	Millingenhof	1106KW	1106KW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	2743	0.0	12.5	
	Liander N.V. (NW)	Millingenhof	1106KW	1106KW	AMSTERDAM	ELK	KVB	16	100.0	100.0	69	1x25	2171	12.5	12.5	1.0
	GAS Liander	Millingenhof	1106KX	1106KX	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1297	0.0	6.25	
	Liander N.V. (NW)	Meernhof	1106KZ	1106KZ	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2769	5.88	5.88	1.0
	GAS Liander	Meernhof	1106KZ	1106KZ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1271	0.0	0.0	
	GAS Liander	Meernhof	1106LA	1106LA	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1399	0.0	18.75	
	Liander N.V. (NW)	Meernhof	1106LA	1106LA	AMSTERDAM	ELK	KVB	17	100.0	100.0	82	1x25	2304	23.53	23.53	1.0
	GAS Liander	Meernhof	1106LB	1106LB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1076	0.0	0.0	
	Liander N.V. (NW)	Meernhof	1106LB	1106LB	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2426	11.76	5.88	1.1
	GAS Liander	Meernhof	1106LC	1106LC	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1556	0.0	0.0	
	GAS Liander	Meernhof	1106LD	1106LD	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1294	0.0	6.25	
	Liander N.V. (NW)	Meernhof	1106LD	1106LD	AMSTERDAM	ELK	KVB	17	100.0	100.0	82	1x25	2413	11.76	11.76	1.0
	Liander N.V. (NW)	Meernhof	1106LE	1106LE	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	2572	11.76	11.76	1.0
	GAS Liander	Meernhof	1106LE	1106LE	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1340	0.0	6.25	
	GAS Liander	Meernhof	1106LG	1106LG	AMSTERDAM	GAS	KVB	17	100.0	100.0	94	G4	2152	0.0	0.0	
	Liander N.V. (NW)	Meernhof	1106LG	1106LG	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	3233	11.76	0.0	1.1
	Liander N.V. (NW)	Meernhof	1106LH	1106LH	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2844	17.65	17.65	1.0
	GAS Liander	Meernhof	1106LH	1106LH	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1169	0.0	12.5	
	GAS Liander	Meernhof	1106LJ	1106LJ	AMSTERDAM	GAS	KVB	17	100.0	100.0	100	G4	1606	0.0	0.0	
	Liander N.V. (NW)	Meernhof	1106LJ	1106LJ	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2507	5.88	0.0	1.1
	Liander N.V. (NW)	Meernhof	1106LK	1106LK	AMSTERDAM	ELK	KVB	17	100.0	100.0	88	1x25	4278	5.88	5.88	1.0
	GAS Liander	Meernhof	1106LK	1106LK	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1370	0.0	0.0	
	GAS Liander	Meernhof	1106LL	1106LL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1485	0.0	6.25	
	Liander N.V. (NW)	Meernhof	1106LL	1106LL	AMSTERDAM	ELK	KVB	17	100.0	100.0	82	1x25	2740	11.76	11.76	1.0
	Liander N.V. (NW)	Meernhof	1106LM	1106LM	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	3292	18.75	18.75	1.0
	GAS Liander	Meernhof	1106LM	1106LM	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1635	0.0	12.5	
	Liander N.V. (NW)	Maasdrielhof	1106LT	1106LT	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x35	1926	100.0	100.0	
	GAS Liander	Maasdrielhof	1106LT	1106LT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1234	0.0	100.0	
	GAS Liander	Maasdrielhof	1106LV	1106LV	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1226	0.0	100.0	
	Liander N.V. (NW)	Maasdrielhof	1106LV	1106LV	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x35	3917	100.0	100.0	
	Liander N.V. (NW)	Maasdrielhof	1106LW	1106LW	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	1989	12.5	12.5	1.0
	GAS Liander	Maasdrielhof	1106LW	1106LW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1203	0.0	12.5	
	Liander N.V. (NW)	Maasdrielhof	1106LX	1106LX	AMSTERDAM	ELK	KVB	15	100.0	100.0	93	1x25	1998	0.0	0.0	1.1
	GAS Liander	Maasdrielhof	1106LX	1106LX	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1433	0.0	0.0	
	Liander N.V. (NW)	Maasdrielhof	1106LZ	1106LZ	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	3449	0.0	0.0	1.0
	GAS Liander	Maasdrielhof	1106LZ	1106LZ	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1413	0.0	0.0	
	GAS Liander	Wisseloord	1106MC	1106MC	AMSTERDAM	GAS	KVB	37	100.0	100.0	95	G4	1493	0.0	97.3	
	Liander N.V. (NW)	Wisseloord	1106MD	1106MD	AMSTERDAM	ELK	KVB	25	100.0	96.0	92	1x25	1956	8.0	8.0	1.0
	GAS Liander	Wisseloord	1106MD	1106MD	AMSTERDAM	GAS	KVB	24	100.0	95.83	100	G4	788	0.0	4.17	
	GAS Liander	Wisseloordplein	1106MH	1106MH	AMSTERDAM	GAS	KVB	24	100.0	100.0	88	G4	3094	0.0	4.17	
	GAS Liander	Wilnisgracht	1106MJ	1106MJ	AMSTERDAM	GAS	KVB	44	100.0	100.0	100	G4	864	0.0	29.55	
	Liander N.V. (NW)	Wilnisgracht	1106MJ	1106MJ	AMSTERDAM	ELK	KVB	45	100.0	100.0	89	1x25	1854	33.33	31.11	1.0
	GAS Liander	Wisseloord	1106MS	1106MS	AMSTERDAM	GAS	KVB	45	100.0	100.0	98	G4	1201	0.0	13.33	
	Liander N.V. (NW)	Wisseloord	1106MT	1106MT	AMSTERDAM	ELK	KVB	44	100.0	100.0	98	1x25	1341	4.55	4.55	1.0
	GAS Liander	Wisseloord	1106MT	1106MT	AMSTERDAM	GAS	KVB	44	100.0	100.0	100	G4	632	0.0	4.55	
	GAS Liander	Wisseloord	1106MV	1106MV	AMSTERDAM	GAS	KVB	44	100.0	100.0	100	G4	827	0.0	4.55	
	Liander N.V. (NW)	Wisseloord	1106MV	1106MV	AMSTERDAM	ELK	KVB	44	100.0	100.0	93	1x25	1396	4.55	4.55	1.0
	Liander N.V. (NW)	Wisseloord	1106MX	1106MX	AMSTERDAM	ELK	KVB	30	100.0	100.0	93	1x25	1464	3.33	3.33	1.0
	GAS Liander	Wisseloord	1106MX	1106MX	AMSTERDAM	GAS	KVB	30	100.0	100.0	100	G4	867	0.0	3.33	
	GAS Liander	Maasdrielhof	1106NA	1106NA	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1530	0.0	0.0	
	Liander N.V. (NW)	Maasdrielhof	1106NA	1106NA	AMSTERDAM	ELK	KVB	15	100.0	100.0	100	1x25	2836	0.0	0.0	1.0
	GAS Liander	Maasdrielhof	1106NB	1106NB	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1426	0.0	15.79	
	Liander N.V. (NW)	Maasdrielhof	1106NC	1106NC	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x35	2687	100.0	100.0	
	GAS Liander	Maasdrielhof	1106NC	1106NC	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1454	0.0	100.0	
	GAS Liander	Maasdrielhof	1106ND	1106ND	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1529	0.0	100.0	
	Liander N.V. (NW)	Maasdrielhof	1106NE	1106NE	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2392	100.0	100.0	
	Liander N.V. (NW)	Maasdrielhof	1106NG	1106NG	AMSTERDAM	ELK	KVB	23	100.0	100.0	70	1x35	2717	95.65	95.65	1.0
	GAS Liander	Maasdrielhof	1106NG	1106NG	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1464	0.0	95.65	
	GAS Liander	Maasdrielhof	1106NH	1106NH	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	999	0.0	94.74	
	GAS Liander	Maarsenhof	1106NJ	1106NJ	AMSTERDAM	GAS	KVB	11	100.0	100.0	100	G4	1078	0.0	0.0	
	Liander N.V. (NW)	Maarsenhof	1106NJ	1106NJ	AMSTERDAM	ELK	KVB	11	100.0	100.0	82	1x25	2020	9.09	0.0	1.1
	Liander N.V. (NW)	Maarsenhof	1106NK	1106NK	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2913	12.5	12.5	1.0
	GAS Liander	Maarsenhof	1106NK	1106NK	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1760	0.0	12.5	
	GAS Liander	Maarsenhof	1106NL	1106NL	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1313	0.0	42.11	
	Liander N.V. (NW)	Maarsenhof	1106NL	1106NL	AMSTERDAM	ELK	KVB	20	100.0	100.0	50	1x25	3308	50.0	45.0	1.1
	GAS Liander	Maarsenhof	1106NM	1106NM	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1644	0.0	6.25	
	Liander N.V. (NW)	Maarsenhof	1106NM	1106NM	AMSTERDAM	ELK	KVB	16	100.0	100.0	94	1x25	2457	18.75	12.5	1.1
	Liander N.V. (NW)	Maarsenhof	1106NN	1106NN	AMSTERDAM	ELK	KVB	15	100.0	100.0	87	1x25	2515	6.67	6.67	1.0
	GAS Liander	Maarsenhof	1106NN	1106NN	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1356	0.0	6.67	
	GAS Liander	Maarsenhof	1106NP	1106NP	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1522	0.0	0.0	
	Liander N.V. (NW)	Maarsenhof	1106NP	1106NP	AMSTERDAM	ELK	KVB	15	100.0	100.0	80	1x25	1884	6.67	0.0	1.1
	Liander N.V. (NW)	Maarsenhof	1106NR	1106NR	AMSTERDAM	ELK	KVB	17	100.0	100.0	94	1x25	2013	5.88	5.88	1.0
	GAS Liander	Maarsenhof	1106NR	1106NR	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1409	0.0	6.25	
	Liander N.V. (NW)	Maarsenhof	1106NS	1106NS	AMSTERDAM	ELK	KVB	12	100.0	100.0	58	1x25	4541	50.0	50.0	1.0
	GAS Liander	Maarsenhof	1106NS	1106NS	AMSTERDAM	GAS	KVB	11	100.0	100.0	100	G4	800	0.0	45.45	
	GAS Liander	Maarsenhof	1106NT	1106NT	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1369	0.0	0.0	
	Liander N.V. (NW)	Maarsenhof	1106NT	1106NT	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2813	0.0	0.0	1.0
	Liander N.V. (NW)	Maarsenhof	1106NV	1106NV	AMSTERDAM	ELK	KVB	15	100.0	100.0	80	1x25	2158	20.0	13.33	1.1
	GAS Liander	Maarsenhof	1106NV	1106NV	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1463	0.0	13.33	
	Liander N.V. (NW)	Maarsenhof	1106NW	1106NW	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x25	2631	6.25	6.25	1.0
	GAS Liander	Maarsenhof	1106NW	1106NW	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1350	0.0	0.0	
	GAS Liander	Maarsenhof	1106NX	1106NZ	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1402	0.0	34.78	
	GAS Liander	Maarsenhof	1106PA	1106PA	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1219	0.0	10.53	
	Liander N.V. (NW)	Maarsenhof	1106PA	1106PA	AMSTERDAM	ELK	KVB	20	100.0	100.0	95	1x25	3555	15.0	15.0	1.0
	GAS Liander	Maarsenhof	1106PB	1106PB	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1228	0.0	18.75	
	Liander N.V. (NW)	Maarsenhof	1106PB	1106PB	AMSTERDAM	ELK	KVB	16	100.0	100.0	75	1x25	2021	31.25	18.75	1.2
	GAS Liander	Maarsenhof	1106PC	1106PC	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1524	0.0	0.0	
	Liander N.V. (NW)	Maarsenhof	1106PC	1106PC	AMSTERDAM	ELK	KVB	24	100.0	100.0	88	1x25	3543	8.33	0.0	1.1
	Liander N.V. (NW)	Maarsenhof	1106PD	1106PD	AMSTERDAM	ELK	KVB	24	100.0	95.83	92	1x25	4210	8.33	8.33	1.0
	GAS Liander	Maarsenhof	1106PD	1106PD	AMSTERDAM	GAS	KVB	23	100.0	100.0	100	G4	1359	0.0	8.7	
	GAS Liander	Maarsenhof	1106PE	1106PE	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1287	0.0	5.26	
	Liander N.V. (NW)	Maarsenhof	1106PE	1106PE	AMSTERDAM	ELK	KVB	20	100.0	100.0	80	1x25	3634	10.0	10.0	1.0
	Liander N.V. (NW)	Maarsenhof	1106PG	1106PG	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2315	12.5	6.25	1.1
	GAS Liander	Maarsenhof	1106PG	1106PG	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1251	0.0	6.25	
	GAS Liander	Maarsenhof	1106PH	1106PH	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	1546	0.0	100.0	
	Liander N.V. (NW)	Maarsenhof	1106PH	1106PH	AMSTERDAM	ELK	KVB	16	100.0	100.0	100	1x35	2424	100.0	100.0	
	GAS Liander	Maarsenhof	1106PJ	1106PJ	AMSTERDAM	GAS	KVB	22	100.0	100.0	100	G4	1387	0.0	100.0	
	Liander N.V. (NW)	Maarsenhof	1106PJ	1106PJ	AMSTERDAM	ELK	KVB	22	100.0	100.0	100	1x35	2344	100.0	100.0	
	GAS Liander	Nieuwersluishof	1106PK	1106PK	AMSTERDAM	GAS	KVB	15	100.0	100.0	100	G4	2667	0.0	6.67	
	GAS Liander	Nieuwersluishof	1106PL	1106PL	AMSTERDAM	GAS	KVB	16	100.0	100.0	100	G4	1635	0.0	6.25	
	Liander N.V. (NW)	Nieuwersluishof	1106PL	1106PL	AMSTERDAM	ELK	KVB	16	100.0	100.0	88	1x25	2741	12.5	6.25	1.1
	Liander N.V. (NW)	Nieuwersluishof	1106PM	1106PM	AMSTERDAM	ELK	KVB	21	100.0	100.0	48	1x25	5079	52.38	47.62	1.2
	GAS Liander	Nieuwersluishof	1106PM	1106PM	AMSTERDAM	GAS	KVB	19	100.0	100.0	100	G4	1050	0.0	47.37	
